"","z[, 1]"
"9238",1854
"9239",1854
"9240",1855
"9241",1855
"9242",1855
"9243",1855
"9244",1856
"9245",1856
"9246",1857
"9247",1857
"9248",1858
"9249",1858
"9250",1858
"9251",1859
"9252",1860
"9253",1860
"9254",1860
"9255",1860
"9256",1860
"9257",1861
"9258",1861
"9259",1861
"9260",1862
"9261",1862
"9262",1863
"9263",1867
"9264",1868
"9265",1871
"9266",1871
"9267",1871
"9268",1872
"9269",1873
"9270",1873
"9271",1873
"9272",1873
"9273",1874
"9274",1877
"9275",1877
"9276",1879
"9277",1879
"9278",1879
"9279",1879
"9280",1879
"9281",1880
"9282",1880
"9283",1880
"9284",1881
"9285",1881
"9286",1882
"9287",1882
"9288",1882
"9289",1885
"9290",1886
"9291",1887
"9292",1888
"9293",1888
"9294",1889
"9295",1891
"9296",1892
"9297",1893
"9298",1894
"9299",1894
"9300",1895
"9301",1895
"9302",1895
"9303",1897
"9304",1899
"9305",1900
"9306",1901
"9307",1901
"9308",1901
"9309",1901
"9310",1903
"9311",1905
"9312",1905
"9313",1905
"9314",1906
"9315",1907
"9316",1908
"9317",1908
"9318",1909
"9319",1913
"9320",1913
"9321",1914
"9322",1916
"9323",1918
"9324",1918
"9325",1919
"9326",1920
"9327",1921
"9328",1921
"9329",1921
"9330",1923
"9331",1924
"9332",1924
"9333",1924
"9334",1925
"9335",1925
"9336",1925
"9337",1927
"9338",1927
"9339",1927
"9340",1928
"9341",1928
"9342",1929
"9343",1930
"9344",1930
"9345",1931
"9346",1931
"9347",1932
"9348",1933
"9349",1933
"9350",1934
"9351",1934
"9352",1935
"9353",1936
"9354",1937
"9355",1940
"9356",1940
"9357",1940
"9358",1940
"9359",1941
"9360",1942
"9361",1942
"9362",1943
"9363",1943
"9364",1943
"9365",1944
"9366",1944
"9367",1944
"9368",1945
"9369",1946
"9370",1947
"9371",1949
"9372",1949
"9373",1949
"9374",1949
"9375",1951
"9376",1952
"9377",1953
"9378",1954
"9379",1954
"9380",1955
"9381",1957
"9382",1958
"9383",1958
"9384",1959
"9385",1959
"9386",1960
"9387",1961
"9388",1962
"9389",1962
"9390",1963
"9391",1964
"9392",1966
"9393",1966
"9394",1969
"9395",1969
"9396",1970
"9397",1970
"9398",1970
"9399",1971
"9400",1973
"9401",1973
"9402",1975
"9403",1977
"9404",1978
"9405",1979
"9406",1979
"9407",1979
"9408",1979
"9409",1980
"9410",1981
"9411",1982
"9412",1983
"9413",1983
"9414",1984
"9415",1984
"9416",1984
"9417",1985
"9418",1986
"9419",1988
"9420",1989
"9421",1989
"9422",1990
"9423",1990
"9424",1991
"9425",1992
"9426",1992
"9427",1994
"9428",1995
"9429",1996
"9430",1996
"9431",1996
"9432",1997
"9433",1998
"9434",1998
"9435",1998
"9436",1999
"9437",1999
"9438",1999
"9439",2001
"9440",2001
"9441",2001
"9442",2001
"9443",2002
"9444",2002
"9445",2002
"9446",2003
"9447",2003
"9448",2004
"9449",2004
"9450",2005
"9451",2006
"9452",2006
"9453",2006
"9454",2007
"9455",2007
"9456",2007
"9457",2009
"9458",2011
"9459",2011
"9460",2012
"9461",2014
"9462",2014
"9463",2015
"9464",2017
"9465",2019
"9466",2019
"9467",2019
"9468",2020
"9469",2020
"9470",2020
"9471",2021
"9472",2021
"9473",2022
"9474",2023
"9475",2024
"9476",2024
"9477",2025
"9478",2025
"9479",2026
"9480",2026
"9481",2027
"9482",2028
"9483",2028
"9484",2029
"9485",2031
"9486",2032
"9487",2033
"9488",2035
"9489",2036
"9490",2036
"9491",2036
"9492",2036
"9493",2037
"9494",2037
"9495",2037
"9496",2038
"9497",2038
"9498",2039
"9499",2039
"9500",2040
"9501",2040
"9502",2041
"9503",2042
"9504",2042
"9505",2042
"9506",2043
"9507",2043
"9508",2044
"9509",2045
"9510",2045
"9511",2047
"9512",2048
"9513",2048
"9514",2048
"9515",2052
"9516",2054
"9517",2055
"9518",2056
"9519",2059
"9520",2060
"9521",2060
"9522",2061
"9523",2061
"9524",2062
"9525",2062
"9526",2065
"9527",2065
"9528",2065
"9529",2066
"9530",2067
"9531",2069
"9532",2070
"9533",2070
"9534",2071
"9535",2072
"9536",2072
"9537",2073
"9538",2074
"9539",2074
"9540",2076
"9541",2077
"9542",2078
"9543",2078
"9544",2078
"9545",2078
"9546",2078
"9547",2079
"9548",2081
"9549",2082
"9550",2082
"9551",2082
"9552",2083
"9553",2083
"9554",2085
"9555",2086
"9556",2086
"9557",2088
"9558",2090
"9559",2090
"9560",2091
"9561",2091
"9562",2092
"9563",2093
"9564",2094
"9565",2094
"9566",2095
"9567",2097
"9568",2098
"9569",2099
"9570",2100
"9571",2101
"9572",2102
"9573",2103
"9574",2104
"9575",2107
"9576",2110
"9577",2110
"9578",2112
"9579",2113
"9580",2113
"9581",2113
"9582",2113
"9583",2114
"9584",2115
"9585",2116
"9586",2116
"9587",2117
"9588",2117
"9589",2119
"9590",2120
"9591",2121
"9592",2121
"9593",2121
"9594",2121
"9595",2123
"9596",2123
"9597",2123
"9598",2124
"9599",2124
"9600",2125
"9601",2126
"9602",2127
"9603",2127
"9604",2127
"9605",2128
"9606",2128
"9607",2128
"9608",2128
"9609",2129
"9610",2130
"9611",2131
"9612",2132
"9613",2135
"9614",2138
"9615",2139
"9616",2139
"9617",2139
"9618",2141
"9619",2142
"9620",2142
"9621",2142
"9622",2143
"9623",2143
"9624",2143
"9625",2143
"9626",2144
"9627",2144
"9628",2144
"9629",2145
"9630",2145
"9631",2145
"9632",2145
"9633",2146
"9634",2147
"9635",2148
"9636",2148
"9637",2149
"9638",2149
"9639",2150
"9640",2150
"9641",2151
"9642",2152
"9643",2152
"9644",2152
"9645",2153
"9646",2153
"9647",2154
"9648",2155
"9649",2156
"9650",2156
"9651",2158
"9652",2158
"9653",2159
"9654",2159
"9655",2160
"9656",2162
"9657",2162
"9658",2162
"9659",2163
"9660",2163
"9661",2163
"9662",2163
"9663",2164
"9664",2165
"9665",2165
"9666",2167
"9667",2168
"9668",2168
"9669",2169
"9670",2169
"9671",2171
"9672",2174
"9673",2175
"9674",2176
"9675",2176
"9676",2176
"9677",2178
"9678",2180
"9679",2180
"9680",2181
"9681",2183
"9682",2184
"9683",2184
"9684",2185
"9685",2185
"9686",2186
"9687",2186
"9688",2187
"9689",2187
"9690",2187
"9691",2189
"9692",2189
"9693",2190
"9694",2190
"9695",2190
"9696",2192
"9697",2192
"9698",2193
"9699",2193
"9700",2195
"9701",2196
"9702",2197
"9703",2197
"9704",2197
"9705",2197
"9706",2198
"9707",2199
"9708",2200
"9709",2200
"9710",2203
"9711",2204
"9712",2208
"9713",2208
"9714",2211
"9715",2213
"9716",2213
"9717",2214
"9718",2214
"9719",2216
"9720",2218
"9721",2218
"9722",2220
"9723",2220
"9724",2222
"9725",2223
"9726",2223
"9727",2224
"9728",2224
"9729",2225
"9730",2226
"9731",2226
"9732",2227
"9733",2227
"9734",2229
"9735",2229
"9736",2230
"9737",2230
"9738",2230
"9739",2230
"9740",2231
"9741",2233
"9742",2233
"9743",2237
"9744",2238
"9745",2238
"9746",2239
"9747",2241
"9748",2241
"9749",2241
"9750",2242
"9751",2242
"9752",2243
"9753",2243
"9754",2245
"9755",2246
"9756",2246
"9757",2247
"9758",2247
"9759",2248
"9760",2248
"9761",2249
"9762",2251
"9763",2251
"9764",2252
"9765",2253
"9766",2254
"9767",2254
"9768",2255
"9769",2259
"9770",2261
"9771",2261
"9772",2262
"9773",2262
"9774",2262
"9775",2266
"9776",2268
"9777",2268
"9778",2269
"9779",2269
"9780",2270
"9781",2270
"9782",2270
"9783",2271
"9784",2272
"9785",2273
"9786",2274
"9787",2275
"9788",2275
"9789",2276
"9790",2276
"9791",2277
"9792",2277
"9793",2278
"9794",2278
"9795",2279
"9796",2279
"9797",2280
"9798",2281
"9799",2282
"9800",2284
"9801",2286
"9802",2286
"9803",2287
"9804",2287
"9805",2287
"9806",2287
"9807",2288
"9808",2288
"9809",2289
"9810",2290
"9811",2290
"9812",2291
"9813",2296
"9814",2297
"9815",2298
"9816",2298
"9817",2299
"9818",2300
"9819",2301
"9820",2302
"9821",2305
"9822",2305
"9823",2306
"9824",2307
"9825",2307
"9826",2310
"9827",2311
"9828",2312
"9829",2313
"9830",2315
"9831",2317
"9832",2319
"9833",2319
"9834",2320
"9835",2320
"9836",2321
"9837",2324
"9838",2326
"9839",2326
"9840",2327
"9841",2329
"9842",2329
"9843",2330
"9844",2331
"9845",2332
"9846",2332
"9847",2333
"9848",2335
"9849",2336
"9850",2336
"9851",2339
"9852",2340
"9853",2341
"9854",2342
"9855",2343
"9856",2343
"9857",2344
"9858",2344
"9859",2345
"9860",2345
"9861",2347
"9862",2348
"9863",2350
"9864",2352
"9865",2354
"9866",2354
"9867",2355
"9868",2355
"9869",2356
"9870",2356
"9871",2357
"9872",2357
"9873",2357
"9874",2357
"9875",2360
"9876",2362
"9877",2365
"9878",2367
"9879",2367
"9880",2368
"9881",2369
"9882",2369
"9883",2371
"9884",2373
"9885",2374
"9886",2374
"9887",2374
"9888",2378
"9889",2379
"9890",2380
"9891",2381
"9892",2381
"9893",2382
"9894",2383
"9895",2385
"9896",2385
"9897",2386
"9898",2386
"9899",2386
"9900",2387
"9901",2387
"9902",2387
"9903",2388
"9904",2388
"9905",2388
"9906",2389
"9907",2389
"9908",2389
"9909",2393
"9910",2393
"9911",2394
"9912",2395
"9913",2398
"9914",2399
"9915",2399
"9916",2403
"9917",2403
"9918",2404
"9919",2406
"9920",2407
"9921",2408
"9922",2408
"9923",2410
"9924",2412
"9925",2413
"9926",2414
"9927",2415
"9928",2419
"9929",2420
"9930",2422
"9931",2423
"9932",2423
"9933",2423
"9934",2424
"9935",2425
"9936",2425
"9937",2425
"9938",2426
"9939",2426
"9940",2426
"9941",2426
"9942",2428
"9943",2429
"9944",2431
"9945",2431
"9946",2433
"9947",2434
"9948",2435
"9949",2436
"9950",2437
"9951",2437
"9952",2438
"9953",2438
"9954",2438
"9955",2439
"9956",2439
"9957",2440
"9958",2440
"9959",2440
"9960",2441
"9961",2441
"9962",2442
"9963",2444
"9964",2449
"9965",2450
"9966",2450
"9967",2451
"9968",2452
"9969",2453
"9970",2454
"9971",2454
"9972",2457
"9973",2458
"9974",2459
"9975",2461
"9976",2463
"9977",2466
"9978",2467
"9979",2467
"9980",2470
"9981",2470
"9982",2472
"9983",2472
"9984",2475
"9985",2477
"9986",2478
"9987",2478
"9988",2481
"9989",2482
"9990",2483
"9991",2484
"9992",2485
"9993",2485
"9994",2489
"9995",2489
"9996",2490
"9997",2492
"9998",2493
"9999",2496
"10000",2498
